# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_truncation	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_truncation	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_rare_amino_acid_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
MYH9	ENSG00000100345	ENST00000216181	protein_coding	13	606	694	1927	0	32	0	0	2	5	0	1	0	0	0	4	0	2022	688	0	0	0	3	1	167	0	0	5	0	0	481	0
MYH9	ENSG00000100345	ENST00000401701	protein_coding	0	60	55	415	0	0	0	0	2	1	0	0	0	245	0	0	0	177	54	0	0	0	0	0	10	0	0	0	0	0	51	0
MYH9	ENSG00000100345	ENST00000456729	protein_coding	0	32	33	50	0	0	0	0	2	1	0	0	0	35	0	0	0	16	32	0	0	0	0	0	3	0	0	0	0	0	29	0
MYH9	ENSG00000100345	ENST00000459960	retained_intron	0	2	0	930	0	0	0	0	0	0	0	0	0	477	0	0	0	39	0	101	0	0	0	0	2	0	0	0	0	0	0	315
MYH9	ENSG00000100345	ENST00000463027	processed_transcript	1	16	0	546	0	0	0	0	0	0	0	0	0	240	0	0	0	253	0	70	0	0	1	0	17	0	0	0	0	0	0	0
MYH9	ENSG00000100345	ENST00000472210	processed_transcript	0	4	0	515	0	0	0	0	0	0	0	0	0	237	0	0	0	73	0	71	0	0	0	0	4	0	0	0	0	0	0	138
MYH9	ENSG00000100345	ENST00000473022	retained_intron	0	3	0	756	0	0	0	0	0	0	0	0	0	315	0	0	0	62	0	47	0	0	0	0	3	0	0	0	0	0	0	335
MYH9	ENSG00000100345	ENST00000475726	processed_transcript	0	25	0	879	0	0	0	0	0	0	0	0	0	164	0	0	0	159	0	192	0	0	0	0	25	0	0	0	0	0	0	389
MYH9	ENSG00000100345	ENST00000477189	retained_intron	2	8	0	586	0	0	0	0	0	0	0	0	0	162	0	0	0	91	0	98	0	0	1	1	9	0	0	0	0	0	0	245
MYH9	ENSG00000100345	ENST00000486218	retained_intron	0	20	0	884	0	0	0	0	0	0	0	0	0	176	0	0	0	131	0	204	0	0	0	0	20	0	0	0	0	0	0	393
MYH9	ENSG00000100345	ENST00000495928	processed_transcript	0	6	0	782	0	0	0	0	0	0	0	0	0	263	0	0	0	52	0	77	0	0	0	0	6	0	0	0	0	0	0	396
MYO18B	ENSG00000133454	ENST00000335473	protein_coding	120	731	1298	1883	0	2	7	0	25	4	2	3	0	0	0	48	0	1998	1289	0	0	0	11	14	169	1	0	48	0	0	606	0
MYO18B	ENSG00000133454	ENST00000407587	protein_coding	119	731	1299	1883	0	2	7	0	25	4	2	3	0	0	0	48	0	1995	1290	0	0	0	9	14	170	1	0	49	0	0	607	0
MYO18B	ENSG00000133454	ENST00000418374	retained_intron	25	154	0	3681	0	0	0	0	0	0	0	0	0	2	0	0	0	1830	0	1610	0	0	11	14	155	0	0	0	0	0	0	419
MYO18B	ENSG00000133454	ENST00000534908	processed_transcript	1	2	0	307	0	0	0	0	0	0	0	0	0	121	0	0	0	65	0	51	0	0	0	1	2	0	0	0	0	0	0	73
MYO18B	ENSG00000133454	ENST00000536101	protein_coding	120	730	1298	1884	0	15	7	0	25	4	2	3	0	2	0	48	0	1983	1289	0	0	0	11	14	168	1	0	48	0	0	606	0
MYO18B	ENSG00000133454	ENST00000536204	processed_transcript	1	3	0	306	0	0	0	0	0	0	0	0	0	111	0	0	0	65	0	61	0	0	0	1	3	0	0	0	0	0	0	73
MYO18B	ENSG00000133454	ENST00000539302	nonsense_mediated_decay	25	165	0	5167	0	1318	2	0	13	0	0	0	0	0	0	0	0	2044	0	1969	0	0	11	14	163	0	0	0	0	0	0	12
MYO18B	ENSG00000133454	ENST00000539544	processed_transcript	1	3	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	53	0	0	0	1	3	0	0	0	0	0	0	152
MYO18B	ENSG00000133454	ENST00000540454	nonsense_mediated_decay	0	2	0	383	0	2	0	0	0	0	0	0	0	0	0	0	0	15	0	187	0	0	0	0	2	0	0	0	0	0	0	181
MYO18B	ENSG00000133454	ENST00000543971	protein_coding	11	139	286	424	0	2	0	0	0	1	1	0	0	0	0	4	0	220	284	0	0	0	1	1	14	0	0	5	0	0	130	212
MYO18B-AS1	ENSG00000231933	ENST00000453457		1	4	0	663	0	0	0	0	0	0	0	0	0	165	0	0	0	320	0	36	0	0	0	1	4	0	0	0	0	0	0	147
MYO18B-AS1	ENSG00000231933	ENST00000593715		1	1	0	290	0	0	0	0	0	0	0	0	0	146	0	0	0	10	0	63	0	0	0	1	1	0	0	0	0	0	0	73
MYO18B-AS1	ENSG00000231933	ENST00000594542		0	0	0	438	0	0	0	0	0	0	0	0	0	146	0	0	0	110	0	36	0	0	0	0	0	0	0	0	0	0	0	146
MYO18B-AS1	ENSG00000231933	ENST00000594585		1	4	0	434	0	0	0	0	0	0	0	0	0	146	0	0	0	110	0	36	0	0	0	1	4	0	0	0	0	0	0	147
MYO18B-AS1	ENSG00000231933	ENST00000594856		0	1	0	405	0	0	0	0	0	0	0	0	0	163	0	0	0	37	0	92	0	0	0	0	1	0	0	0	0	0	0	114
MYO18B-AS1	ENSG00000231933	ENST00000595093		0	0	0	293	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147
MYO18B-AS1	ENSG00000231933	ENST00000595102		1	1	0	437	0	0	0	0	0	0	0	0	0	146	0	0	0	133	0	13	0	0	1	0	1	0	0	0	0	0	0	147
MYO18B-AS1	ENSG00000231933	ENST00000596813		2	3	0	287	0	0	0	0	0	0	0	0	0	146	0	0	0	9	0	64	0	0	0	2	3	0	0	0	0	0	0	73
MYO18B-AS1	ENSG00000231933	ENST00000597284		1	1	0	437	0	0	0	0	0	0	0	0	0	146	0	0	0	133	0	13	0	0	1	0	1	0	0	0	0	0	0	147
MYO18B-AS1	ENSG00000231933	ENST00000597548		0	0	0	439	0	0	0	0	0	0	0	0	0	146	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	147
MYO18B-AS1	ENSG00000231933	ENST00000597614		0	0	0	292	0	0	0	0	0	0	0	0	0	146	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	73
MYO18B-AS1	ENSG00000231933	ENST00000599080		0	0	0	439	0	0	0	0	0	0	0	0	0	146	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	147
MYO18B-AS1	ENSG00000231933	ENST00000599792		0	2	0	437	0	0	0	0	0	0	0	0	0	146	0	0	0	75	0	71	0	0	0	0	2	0	0	0	0	0	0	147
MYO18B-AS1	ENSG00000231933	ENST00000600211		0	0	0	439	0	0	0	0	0	0	0	0	0	0	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	147
MYO18B-AS1	ENSG00000231933	ENST00000600269		0	3	0	436	0	0	0	0	0	0	0	0	0	146	0	0	0	100	0	46	0	0	0	0	3	0	0	0	0	0	0	147
MYO18B-AS1	ENSG00000231933	ENST00000600903		1	1	0	229	0	0	0	0	0	0	0	0	0	73	0	0	0	60	0	13	0	0	1	0	1	0	0	0	0	0	0	85
MYO18B-AS1	ENSG00000231933	ENST00000607895		0	0	0	439	0	0	0	0	0	0	0	0	0	146	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	147
MYO18B-AS1	ENSG00000231933	ENST00000608115		1	1	0	437	0	0	0	0	0	0	0	0	0	146	0	0	0	133	0	13	0	0	1	0	1	0	0	0	0	0	0	147
MYO18B-AS1	ENSG00000231933	ENST00000608257		0	0	0	444	0	0	0	0	0	0	0	0	0	146	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	83
MYO18B-AS1	ENSG00000231933	ENST00000608507		2	5	0	432	0	0	0	0	0	0	0	0	0	146	0	0	0	97	0	49	0	0	1	1	5	0	0	0	0	0	0	147
MYO18B-AS1	ENSG00000231933	ENST00000608921		2	6	0	284	0	0	0	0	0	0	0	0	0	146	0	0	0	36	0	37	0	0	0	2	6	0	0	0	0	0	0	73
MYO18B-AS1	ENSG00000231933	ENST00000609157		2	5	0	432	0	0	0	0	0	0	0	0	0	146	0	0	0	97	0	49	0	0	1	1	5	0	0	0	0	0	0	147
MYO18B-AS1	ENSG00000231933	ENST00000609275		2	4	0	433	0	0	0	0	0	0	0	0	0	146	0	0	0	72	0	74	0	0	1	1	4	0	0	0	0	0	0	147
MYO18B-AS1	ENSG00000231933	ENST00000609570		1	3	0	435	0	0	0	0	0	0	0	0	0	146	0	0	0	85	0	61	0	0	0	1	3	0	0	0	0	0	0	147
MYO18B-AS1	ENSG00000231933	ENST00000609809		0	0	0	318	0	0	0	0	0	0	0	0	0	146	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	99
MYO18B-AS1	ENSG00000231933	ENST00000609820		0	1	0	291	0	0	0	0	0	0	0	0	0	146	0	0	0	60	0	13	0	0	0	0	1	0	0	0	0	0	0	73
MYO18B-AS1	ENSG00000231933	ENST00000609823		0	0	0	439	0	0	0	0	0	0	0	0	0	146	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	147
MYO18B-AS1	ENSG00000231933	ENST00000609889		1	1	0	441	0	0	0	0	0	0	0	0	0	146	0	0	0	202	0	13	0	0	1	0	1	0	0	0	0	0	0	82
NAGA	ENSG00000198951	ENST00000396398	protein_coding	28	104	201	395	0	24	1	0	24	1	0	1	0	0	0	12	0	378	199	0	0	0	3	6	36	0	0	7	0	1	80	0
NAGA	ENSG00000198951	ENST00000402937	protein_coding	28	103	201	395	0	24	0	0	14	1	0	1	0	0	0	12	0	388	199	0	0	0	3	6	36	0	0	7	0	1	80	0
NAGA	ENSG00000198951	ENST00000403363	protein_coding	29	103	201	394	0	24	0	0	13	1	0	1	0	0	0	12	0	389	199	0	0	0	4	6	36	0	0	7	0	1	80	0
NCAPH2	ENSG00000025770	ENST00000299821	protein_coding	37	229	285	3817	0	32	7	0	36	3	1	0	0	1131	0	21	0	962	282	0	0	0	5	3	81	0	0	8	1	0	167	1718
NCAPH2	ENSG00000025770	ENST00000395698	protein_coding	11	114	141	3345	0	102	7	0	44	0	0	0	0	1062	0	7	0	457	141	0	0	0	2	0	41	0	0	2	0	0	79	1710
NCAPH2	ENSG00000025770	ENST00000395701	protein_coding	38	217	275	3837	0	67	7	0	44	2	1	0	0	1131	0	21	0	946	272	0	0	0	6	3	79	0	0	6	2	0	157	1710
NCAPH2	ENSG00000025770	ENST00000418794	nonsense_mediated_decay	3	35	0	3211	0	97	7	0	37	0	0	0	0	898	0	0	0	316	0	177	0	0	2	1	28	0	0	0	0	0	0	1717
NCAPH2	ENSG00000025770	ENST00000420993	protein_coding	38	227	285	4139	0	408	7	0	45	3	1	0	0	1077	0	21	0	963	282	0	0	0	6	3	81	0	0	8	1	0	166	1709
NCAPH2	ENSG00000025770	ENST00000518394	nonsense_mediated_decay	4	34	0	3308	0	132	7	0	43	0	0	0	0	889	0	0	0	361	0	203	0	0	2	2	27	0	0	0	0	0	0	1711
NCAPH2	ENSG00000025770	ENST00000520297	processed_transcript	5	14	0	2439	0	0	0	0	0	0	0	0	0	1343	0	0	0	289	0	140	0	0	1	4	14	0	0	0	0	0	0	686
NCAPH2	ENSG00000025770	ENST00000522048	retained_intron	5	18	0	2465	0	0	0	0	0	0	0	0	0	1324	0	0	0	235	0	151	0	0	2	3	18	0	0	0	0	0	0	778
NCAPH2	ENSG00000025770	ENST00000522304	protein_coding	13	61	65	2192	0	32	0	0	0	2	0	0	0	1131	0	7	0	130	64	0	0	0	1	0	23	2	0	3	1	0	43	916
NCAPH2	ENSG00000025770	ENST00000523045	protein_coding	13	114	140	3814	0	0	7	0	43	0	0	0	0	1396	0	7	0	695	140	0	0	0	3	1	41	0	0	2	0	0	80	1711
NCF4	ENSG00000100365	ENST00000248899	protein_coding	14	141	184	482	0	23	4	0	30	0	0	1	0	0	0	5	0	474	183	0	0	0	4	1	56	1	0	3	0	0	97	0
NCF4	ENSG00000100365	ENST00000397147	protein_coding	17	121	184	503	0	94	4	0	30	0	0	1	0	0	0	8	0	416	183	0	0	0	2	1	47	1	0	5	0	0	79	0
NCF4	ENSG00000100365	ENST00000415063	processed_transcript	3	20	0	569	0	0	0	0	0	0	0	0	0	32	0	0	0	109	0	203	0	0	1	2	20	0	0	0	0	0	0	248
NCF4	ENSG00000100365	ENST00000447071	protein_coding	7	78	99	651	0	0	14	0	87	0	0	1	0	211	0	4	0	376	98	0	0	0	2	0	30	0	0	1	0	0	39	0
NCF4	ENSG00000100365	ENST00000650698	protein_coding	10	123	144	555	0	23	11	0	64	0	0	1	0	0	0	4	0	441	143	0	0	0	4	1	55	0	0	1	0	0	69	71
NCF4	ENSG00000100365	ENST00000650827	protein_coding	10	123	144	555	0	23	11	0	64	0	0	1	0	0	0	4	0	441	143	0	0	0	4	1	55	0	0	1	0	0	69	71
NCF4	ENSG00000100365	ENST00000651053	processed_transcript	6	54	0	757	0	0	0	0	0	0	0	0	0	0	0	0	0	441	0	305	0	0	4	2	54	0	0	0	0	0	0	71
NCF4-AS1	ENSG00000183822	ENST00000431290		0	0	0	534	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	21	0	0	0	0	0	0	0	0	0	0	0	218
NCF4-AS1	ENSG00000183822	ENST00000619915		0	0	0	534	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	44	0	0	0	0	0	0	0	0	0	0	0	195
NDUFA6	ENSG00000184983	ENST00000470753	protein_coding	11	16	31	278	0	20	4	0	22	0	0	0	0	76	0	8	0	38	31	0	0	0	0	0	2	0	0	1	2	0	10	123
NDUFA6	ENSG00000184983	ENST00000498737	protein_coding	15	29	61	228	0	24	2	0	13	0	0	0	0	72	0	10	0	83	61	0	0	0	1	0	6	1	0	1	2	0	24	40
NDUFA6	ENSG00000184983	ENST00000617763	protein_coding	18	37	83	193	0	24	0	0	7	0	0	0	0	72	0	11	0	83	83	0	0	0	1	0	6	1	0	3	2	0	34	11
NDUFA6-DT	ENSG00000237037	ENST00000417327		0	0	0	1368	0	0	0	0	0	0	0	0	0	1109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259
NDUFA6-DT	ENSG00000237037	ENST00000434834		0	0	0	1288	0	0	0	0	0	0	0	0	0	1109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179
NDUFA6-DT	ENSG00000237037	ENST00000439129		0	0	0	1494	0	0	0	0	0	0	0	0	0	0	0	0	0	1235	0	0	0	0	0	0	0	0	0	0	0	0	0	259
NDUFA6-DT	ENSG00000237037	ENST00000451451		0	0	0	1109	0	0	0	0	0	0	0	0	0	1109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA6-DT	ENSG00000237037	ENST00000536447		0	0	0	1355	0	0	0	0	0	0	0	0	0	1096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259
NDUFA6-DT	ENSG00000237037	ENST00000547929	retained_intron	0	0	0	1079	0	0	0	0	0	0	0	0	0	1079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA6-DT	ENSG00000237037	ENST00000595777		0	0	0	1325	0	0	0	0	0	0	0	0	0	1096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229
NDUFA6-DT	ENSG00000237037	ENST00000600968		0	0	0	1285	0	0	0	0	0	0	0	0	0	1096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189
NDUFA6-DT	ENSG00000237037	ENST00000608643	retained_intron	0	0	0	1077	0	0	0	0	0	0	0	0	0	1077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA6-DT	ENSG00000237037	ENST00000608974		0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259
NDUFA6-DT	ENSG00000237037	ENST00000609499	retained_intron	0	0	0	1079	0	0	0	0	0	0	0	0	0	1079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA6-DT	ENSG00000237037	ENST00000609833	retained_intron	0	0	0	1079	0	0	0	0	0	0	0	0	0	1079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA6-DT	ENSG00000237037	ENST00000610250		0	0	0	1079	0	0	0	0	0	0	0	0	0	1079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA6-DT	ENSG00000237037	ENST00000617009		0	0	0	1075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1075
NDUFA6-DT	ENSG00000237037	ENST00000617396		0	0	0	959	0	0	0	0	0	0	0	0	0	959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA6-DT	ENSG00000237037	ENST00000621190		0	0	0	1075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1075
NEFH	ENSG00000100285	ENST00000310624	protein_coding	40	254	498	213	0	25	2	0	21	12	1	6	5	0	0	21	0	151	474	0	0	0	1	0	9	1	0	18	0	0	243	26
NF2	ENSG00000186575	ENST00000334961	protein_coding	4	121	179	862	0	34	2	0	24	1	0	0	0	15	0	1	0	814	178	0	0	0	3	0	38	0	0	0	0	0	96	0
NF2	ENSG00000186575	ENST00000338641	protein_coding	3	140	204	879	0	31	2	0	24	1	0	0	0	0	0	1	0	848	203	0	0	0	1	0	38	0	0	1	0	0	115	0
NF2	ENSG00000186575	ENST00000353887	protein_coding	2	123	179	924	0	20	2	0	24	1	0	0	0	29	0	1	0	875	178	0	0	0	1	0	40	0	0	0	0	0	96	0
NF2	ENSG00000186575	ENST00000361166	protein_coding	3	88	155	720	0	31	0	0	0	1	0	0	0	0	0	1	0	678	154	0	0	0	1	0	28	0	0	1	0	0	72	28
NF2	ENSG00000186575	ENST00000361452	protein_coding	2	126	191	908	0	49	2	0	24	1	0	0	0	0	0	1	0	859	190	0	0	0	1	0	39	0	0	0	0	0	100	0
NF2	ENSG00000186575	ENST00000361676	protein_coding	2	133	186	905	0	20	0	0	0	1	0	0	0	29	0	1	0	857	185	0	0	0	1	0	41	0	0	0	0	0	107	24
NF2	ENSG00000186575	ENST00000397789	protein_coding	2	137	198	888	0	21	0	0	0	1	0	0	0	29	0	1	0	840	197	0	0	0	1	0	41	0	0	0	0	0	111	24
NF2	ENSG00000186575	ENST00000403435	protein_coding	4	132	182	848	0	49	2	0	24	1	0	0	0	0	0	1	0	800	181	0	0	0	3	0	38	0	0	0	0	0	107	0
NF2	ENSG00000186575	ENST00000403999	protein_coding	2	136	198	829	0	182	2	0	24	1	0	0	0	15	0	1	0	632	197	0	0	0	1	0	38	0	0	0	0	0	111	0
NF2	ENSG00000186575	ENST00000413209	protein_coding	1	41	49	1135	0	31	2	0	24	0	0	0	0	0	0	0	0	1084	49	0	0	0	0	0	5	0	0	1	0	0	35	0
NF2	ENSG00000186575	ENST00000432151	nonsense_mediated_decay	1	18	0	1284	0	67	1	0	11	0	0	0	0	0	0	0	0	1009	0	202	0	0	1	0	17	0	0	0	0	0	0	13
NF2	ENSG00000186575	ENST00000672461	nonsense_mediated_decay	1	42	0	1256	0	49	2	0	24	0	0	0	0	0	0	0	0	841	0	383	0	0	1	0	40	0	0	0	0	0	0	0
NF2	ENSG00000186575	ENST00000672805	nonsense_mediated_decay	1	40	0	1539	0	330	2	0	24	0	0	0	0	0	0	0	0	848	0	376	0	0	1	0	38	0	0	0	0	0	0	0
NF2	ENSG00000186575	ENST00000672896	protein_coding	2	138	198	889	0	49	2	0	24	1	0	0	0	0	0	1	0	841	197	0	0	0	1	0	40	0	0	0	0	0	111	0
NF2	ENSG00000186575	ENST00000673312	nonsense_mediated_decay	1	38	0	1459	0	274	0	0	0	0	0	0	0	0	0	0	0	848	0	333	0	0	1	0	38	0	0	0	0	0	0	43
NFAM1	ENSG00000235568	ENST00000329021	protein_coding	6	99	124	371	0	24	3	0	15	1	0	1	1	0	0	2	0	253	121	0	0	0	4	0	22	0	0	0	0	0	82	97
NFAM1	ENSG00000235568	ENST00000355469	nonsense_mediated_decay	0	4	0	371	0	0	0	0	1	0	0	0	0	77	0	0	0	86	0	100	0	0	0	0	4	0	0	0	0	0	0	111
NIPSNAP1	ENSG00000184117	ENST00000216121	protein_coding	15	83	103	465	0	20	0	0	14	0	0	1	0	0	0	7	1	432	102	0	0	0	1	0	29	1	0	6	0	0	59	23
NIPSNAP1	ENSG00000184117	ENST00000415100	protein_coding	12	65	82	439	0	0	0	0	0	0	0	0	0	121	0	3	0	298	82	0	0	0	4	0	23	0	0	5	0	0	48	41
NIPSNAP1	ENSG00000184117	ENST00000437094	protein_coding	5	48	24	604	0	0	12	0	59	0	0	0	0	147	0	0	0	416	24	0	0	0	1	0	22	1	0	3	0	0	16	0
NIPSNAP1	ENSG00000184117	ENST00000455496	nonsense_mediated_decay	1	16	0	602	0	13	0	0	8	0	0	0	0	203	0	0	0	255	0	111	0	0	1	0	16	0	0	0	0	0	0	29
NIPSNAP1	ENSG00000184117	ENST00000494966	processed_transcript	3	2	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	40	0	0	3	0	2	0	0	0	0	0	0	63
NIPSNAP1	ENSG00000184117	ENST00000496944	retained_intron	1	7	0	320	0	0	0	0	0	0	0	0	0	55	0	0	0	154	0	91	0	0	1	0	7	0	0	0	0	0	0	28
NOL12	ENSG00000273899	ENST00000359114	protein_coding	13	66	105	487	0	30	2	0	20	3	0	0	1	0	0	6	0	444	101	0	0	0	0	2	30	2	0	3	0	0	44	15
NOL12	ENSG00000273899	ENST00000438329	nonsense_mediated_decay	3	32	0	686	0	28	2	0	22	0	0	0	0	0	0	0	0	446	0	210	0	0	0	3	30	0	0	0	0	0	0	13
NOL12	ENSG00000273899	ENST00000468597	retained_intron	1	25	0	643	0	0	0	0	0	0	0	0	0	98	0	0	0	392	0	162	0	0	0	1	25	0	0	0	0	0	0	17
NOL12	ENSG00000273899	ENST00000474032	retained_intron	1	4	0	664	0	0	0	0	0	0	0	0	0	297	0	0	0	242	0	115	0	0	0	1	4	0	0	0	0	0	0	15
NOL12	ENSG00000273899	ENST00000484650	retained_intron	1	26	0	642	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	193	0	0	0	1	26	0	0	0	0	0	0	274
NOL12	ENSG00000273899	ENST00000493862	processed_transcript	2	29	0	887	0	0	0	0	0	0	0	0	0	0	0	0	0	509	0	160	0	0	0	2	29	0	0	0	0	0	0	249
NOL12	ENSG00000273899	ENST00000611699	protein_coding	14	65	105	486	0	28	1	0	15	3	0	0	1	0	0	6	0	446	101	0	0	0	0	3	30	2	0	3	0	0	44	20
NPTXR	ENSG00000221890	ENST00000333039	protein_coding	7	158	237	255	0	30	5	0	44	1	3	3	0	0	0	3	0	196	230	0	0	0	1	0	18	0	0	2	1	0	139	0
NPTXR	ENSG00000221890	ENST00000640136	protein_coding	7	153	237	255	0	0	0	0	0	1	3	3	0	30	0	3	0	196	230	0	0	0	1	0	19	0	0	2	1	0	139	44
NUP50	ENSG00000093000	ENST00000347635	protein_coding	13	120	234	422	0	27	1	0	3	3	0	5	2	0	0	6	0	411	224	0	0	0	3	0	23	0	0	4	1	0	103	0
NUP50	ENSG00000093000	ENST00000396096	protein_coding	14	131	223	434	0	27	11	0	63	3	0	5	2	0	0	5	0	365	213	0	0	0	4	0	27	1	0	4	1	0	100	0
NUP50	ENSG00000093000	ENST00000407019	protein_coding	14	127	223	434	0	27	10	0	55	3	0	5	2	0	0	5	0	373	213	0	0	0	4	0	24	1	0	4	1	0	100	0
NUP50	ENSG00000093000	ENST00000417702	protein_coding	5	20	3	280	0	0	10	0	55	0	0	0	0	115	0	1	0	119	3	0	0	0	2	1	8	1	0	0	0	0	4	0
NUP50	ENSG00000093000	ENST00000419387	nonsense_mediated_decay	3	11	0	885	0	224	1	0	3	0	0	0	0	175	0	0	0	234	0	245	0	0	3	0	10	0	0	0	0	0	0	17
NUP50	ENSG00000093000	ENST00000422489	protein_coding	5	41	85	657	0	0	0	0	3	0	0	4	0	148	0	3	0	500	81	0	0	0	2	0	16	0	0	0	0	0	32	17
NUP50	ENSG00000093000	ENST00000424634	protein_coding	2	12	22	263	0	0	1	0	3	0	0	1	0	106	0	1	0	157	21	0	0	0	1	0	2	0	0	0	0	0	9	0
NUP50	ENSG00000093000	ENST00000430547	protein_coding	3	21	39	530	0	0	1	0	3	0	0	2	0	236	0	1	0	297	37	0	0	0	2	0	7	0	0	0	0	0	16	0
NUP50	ENSG00000093000	ENST00000432340	protein_coding	0	2	2	215	0	0	1	0	3	0	0	0	0	195	0	0	0	17	2	0	0	0	0	0	1	0	0	0	0	0	1	0
NUP50	ENSG00000093000	ENST00000434760	nonsense_mediated_decay	3	11	0	593	0	82	1	0	3	0	0	0	0	259	0	0	0	159	0	103	0	0	3	0	10	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000445721	protein_coding	0	3	3	213	0	0	1	0	3	0	0	0	0	193	0	0	0	17	3	0	0	0	0	0	0	0	0	0	0	0	2	0
NUP50	ENSG00000093000	ENST00000461194	processed_transcript	1	1	0	288	0	0	0	0	0	0	0	0	0	179	0	0	0	59	0	52	0	0	1	0	1	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000461437	processed_transcript	1	1	0	263	0	0	0	0	0	0	0	0	0	182	0	0	0	59	0	24	0	0	1	0	1	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000469163	retained_intron	0	7	0	563	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	396	0	0	0	0	7	0	0	0	0	0	0	80
NUP50	ENSG00000093000	ENST00000484186	processed_transcript	2	7	0	289	0	0	0	0	0	0	0	0	0	96	0	0	0	111	0	91	0	0	2	0	7	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000486184	processed_transcript	3	14	0	607	0	0	0	0	0	0	0	0	0	236	0	0	0	156	0	141	0	0	3	0	14	0	0	0	0	0	0	91
NUP50	ENSG00000093000	ENST00000491860	processed_transcript	1	8	0	576	0	0	0	0	0	0	0	0	0	232	0	0	0	56	0	117	0	0	1	0	8	0	0	0	0	0	0	180
NUP50	ENSG00000093000	ENST00000493456	processed_transcript	0	10	0	778	0	0	0	0	0	0	0	0	0	70	0	0	0	646	0	72	0	0	0	0	10	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000497960	retained_intron	1	2	0	295	0	0	0	0	0	0	0	0	0	80	0	0	0	157	0	61	0	0	1	0	2	0	0	0	0	0	0	0
NUP50-DT	ENSG00000226328	ENST00000426282		0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44
NUP50-DT	ENSG00000226328	ENST00000432502		0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44
